run_name,learning_rate,weight_decay,dropout,val_subject,best_epoch,val_accuracy,val_balanced_accuracy,val_macro_f1
lr0p001_wd0p0001_drop0p25,0.001,0.0001,0.25,,1,0.25,0.25,0.1
