epoch,train_loss,train_accuracy,val_window_accuracy,val_window_balanced_accuracy,val_window_macro_f1,val_window_macro_precision,val_window_macro_recall,val_file_accuracy,val_file_balanced_accuracy,val_file_macro_f1,val_file_macro_precision,val_file_macro_recall,learning_rate
1,1.425741195678711,0.23697916666666666,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
2,1.3824653625488281,0.2916666666666667,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
3,1.3547852834065754,0.3463541666666667,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
4,1.3234812418619792,0.3619791666666667,0.3203125,0.3203125,0.22211267605633805,0.23257575757575755,0.3203125,0.25,0.25,0.1,0.0625,0.25,0.0003
5,1.2931766510009766,0.4140625,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
6,1.2654813130696614,0.4401041666666667,0.421875,0.421875,0.2827377618460849,0.2180194378775939,0.421875,0.5,0.5,0.375,0.3333333333333333,0.5,0.0003
7,1.2404677073160808,0.4817708333333333,0.390625,0.390625,0.29347517730496453,0.32339449541284404,0.390625,0.5,0.5,0.375,0.3333333333333333,0.5,0.0003
8,1.2289002736409504,0.4505208333333333,0.3046875,0.3046875,0.21151079136690648,0.32242990654205606,0.3046875,0.25,0.25,0.1,0.0625,0.25,0.0003
9,1.2244834899902344,0.4817708333333333,0.2265625,0.2265625,0.09477124183006536,0.05991735537190083,0.2265625,0.25,0.25,0.1,0.0625,0.25,0.0003
10,1.2020639578501384,0.4895833333333333,0.3671875,0.3671875,0.2553030303030303,0.22678571428571426,0.3671875,0.5,0.5,0.375,0.3333333333333333,0.5,0.0003
11,1.1746026674906414,0.5416666666666666,0.296875,0.296875,0.22931030222156326,0.36192660550458716,0.296875,0.25,0.25,0.1,0.0625,0.25,0.0003
12,1.1769684155782063,0.5052083333333334,0.421875,0.421875,0.3052083333333333,0.26278409090909094,0.421875,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
13,1.1508874893188477,0.5598958333333334,0.5234375,0.5234375,0.5109723344783458,0.652445652173913,0.5234375,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
14,1.1452552477518718,0.5729166666666666,0.46875,0.46875,0.4138515087565434,0.41826086956521735,0.46875,0.5,0.5,0.3928571428571429,0.35,0.5,0.00015
15,1.1513411204020183,0.5598958333333334,0.3515625,0.3515625,0.2895104895104895,0.5714285714285714,0.3515625,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
16,1.1533532937367756,0.5338541666666666,0.359375,0.359375,0.267281826712543,0.3247663551401869,0.359375,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
17,1.1330857276916504,0.5598958333333334,0.3125,0.3125,0.24991319444444443,0.3203125,0.3125,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
18,1.1402562856674194,0.5494791666666666,0.3359375,0.3359375,0.23601508485229417,0.31896551724137934,0.3359375,0.375,0.375,0.2777777777777778,0.3214285714285714,0.375,7.5e-05
19,1.1249711513519287,0.5859375,0.484375,0.484375,0.47085938752605416,0.5103741496598639,0.484375,0.625,0.625,0.55,0.5,0.625,7.5e-05
20,1.124313195546468,0.5859375,0.34375,0.34375,0.2837137486573577,0.34560643564356436,0.34375,0.5,0.5,0.375,0.3333333333333333,0.5,7.5e-05
21,1.1310274600982666,0.5755208333333334,0.2890625,0.2890625,0.1722106722106722,0.24753694581280788,0.2890625,0.25,0.25,0.1,0.0625,0.25,7.5e-05
22,1.1207147240638733,0.5625,0.4453125,0.4453125,0.3413877788877788,0.5651785714285714,0.4453125,0.5,0.5,0.375,0.3333333333333333,0.5,7.5e-05
23,1.1125762065251668,0.5885416666666666,0.453125,0.453125,0.43814001176302275,0.5009259259259259,0.453125,0.5,0.5,0.4583333333333333,0.4375,0.5,7.5e-05
24,1.11148597796758,0.5729166666666666,0.453125,0.453125,0.4236826723571156,0.73,0.453125,0.5,0.5,0.375,0.3333333333333333,0.5,7.5e-05
25,1.1052031517028809,0.5911458333333334,0.453125,0.453125,0.3862699581863904,0.5580808080808081,0.453125,0.5,0.5,0.375,0.3333333333333333,0.5,3.75e-05
26,1.1087191899617512,0.578125,0.4765625,0.4765625,0.4831764879016017,0.520806277056277,0.4765625,0.75,0.75,0.65,0.5833333333333333,0.75,3.75e-05
27,1.1191260814666748,0.6015625,0.46875,0.46875,0.4866413460753084,0.5346109839816934,0.46875,0.75,0.75,0.7416666666666666,0.7916666666666666,0.75,3.75e-05
28,1.112782637278239,0.5703125,0.53125,0.53125,0.5324209009776021,0.650889164598842,0.53125,0.625,0.625,0.5833333333333333,0.625,0.625,3.75e-05
29,1.1188825368881226,0.5651041666666666,0.4765625,0.4765625,0.42635801698301695,0.4623992605516783,0.4765625,0.75,0.75,0.6666666666666666,0.625,0.75,3.75e-05
30,1.1100424925486247,0.5859375,0.4609375,0.4609375,0.4220060435587028,0.45698051948051943,0.4609375,0.5,0.5,0.3928571428571429,0.35,0.5,3.75e-05
31,1.1006160179773967,0.5755208333333334,0.5,0.5,0.5093438833570412,0.5819757326007327,0.5,0.625,0.625,0.5833333333333333,0.625,0.625,3.75e-05
