epoch,train_loss,train_accuracy,val_window_accuracy,val_window_balanced_accuracy,val_window_macro_f1,val_window_macro_precision,val_window_macro_recall,val_file_accuracy,val_file_balanced_accuracy,val_file_macro_f1,val_file_macro_precision,val_file_macro_recall,learning_rate
1,1.4083824157714844,0.234375,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
2,1.3674392700195312,0.3203125,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
3,1.3444010416666667,0.3776041666666667,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
4,1.3142471313476562,0.4088541666666667,0.2578125,0.2578125,0.11578044596912522,0.31299212598425197,0.2578125,0.25,0.25,0.1,0.0625,0.25,0.0003
5,1.2972946166992188,0.4427083333333333,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.00015
6,1.2819048563639324,0.4739583333333333,0.28125,0.28125,0.15526315789473685,0.19166666666666665,0.28125,0.25,0.25,0.1,0.0625,0.25,0.00015
7,1.2729886372884114,0.5,0.3359375,0.3359375,0.24772160317354003,0.6939655172413793,0.3359375,0.25,0.25,0.1,0.0625,0.25,0.00015
8,1.2758127848307292,0.4427083333333333,0.3359375,0.3359375,0.24097132770383092,0.41829573934837094,0.3359375,0.25,0.25,0.1,0.0625,0.25,0.00015
9,1.2556126912434895,0.5052083333333334,0.421875,0.421875,0.3540740740740741,0.5776699029126213,0.421875,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
10,1.244354248046875,0.5390625,0.390625,0.390625,0.290205981382452,0.5201048951048951,0.390625,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
11,1.2563915252685547,0.5026041666666666,0.421875,0.421875,0.33280075187969926,0.5271245874587458,0.421875,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
12,1.2323055267333984,0.5859375,0.4453125,0.4453125,0.31663892933915816,0.48808871851040525,0.4453125,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
13,1.2251230875651042,0.5989583333333334,0.3828125,0.3828125,0.3118881118881119,0.572072072072072,0.3828125,0.375,0.375,0.2777777777777778,0.3214285714285714,0.375,7.5e-05
14,1.215791384379069,0.5963541666666666,0.4453125,0.4453125,0.37750015106652973,0.536764705882353,0.4453125,0.5,0.5,0.375,0.3333333333333333,0.5,7.5e-05
15,1.226977030436198,0.5703125,0.5078125,0.5078125,0.4060159972770592,0.4818011463844797,0.5078125,0.625,0.625,0.5595238095238095,0.6,0.625,7.5e-05
16,1.2180579503377278,0.5729166666666666,0.5,0.5,0.43256019049298877,0.6666666666666666,0.5,0.625,0.625,0.5595238095238095,0.6,0.625,7.5e-05
17,1.2152697245279949,0.6041666666666666,0.4765625,0.4765625,0.3902761457109283,0.3819444444444444,0.4765625,0.625,0.625,0.5595238095238095,0.6,0.625,7.5e-05
18,1.2156130472819011,0.5911458333333334,0.4296875,0.4296875,0.404715533404058,0.6372504537205081,0.4296875,0.625,0.625,0.5416666666666666,0.5,0.625,7.5e-05
19,1.217299461364746,0.5885416666666666,0.4375,0.4375,0.38957647575159093,0.6604859335038363,0.4375,0.5,0.5,0.375,0.3333333333333333,0.5,3.75e-05
20,1.2028299967447917,0.6197916666666666,0.578125,0.578125,0.5576384482914891,0.5972658979734451,0.578125,0.875,0.875,0.8666666666666667,0.9166666666666666,0.875,3.75e-05
21,1.2013492584228516,0.6015625,0.5625,0.5625,0.5262059994703754,0.6189484126984126,0.5625,0.625,0.625,0.5595238095238095,0.6,0.625,3.75e-05
22,1.194618860880534,0.6223958333333334,0.5546875,0.5546875,0.5168797953964195,0.5631354026090869,0.5546875,0.625,0.625,0.5595238095238095,0.6,0.625,3.75e-05
23,1.198097546895345,0.5989583333333334,0.484375,0.484375,0.4934841811120584,0.5449228709841918,0.484375,0.625,0.625,0.55,0.5,0.625,3.75e-05
24,1.202614466349284,0.609375,0.4921875,0.4921875,0.43837855911026646,0.612912087912088,0.4921875,0.625,0.625,0.5595238095238095,0.6,0.625,1.875e-05
25,1.200693130493164,0.6171875,0.5546875,0.5546875,0.5542453553924791,0.5648986486486487,0.5546875,0.875,0.875,0.8666666666666667,0.9166666666666666,0.875,1.875e-05
26,1.2053427696228027,0.6145833333333334,0.5234375,0.5234375,0.509889920880633,0.5235322224944866,0.5234375,0.875,0.875,0.8666666666666667,0.9166666666666666,0.875,1.875e-05
27,1.2063280741373699,0.609375,0.6015625,0.6015625,0.5823142171191048,0.6271043771043772,0.6015625,0.875,0.875,0.8666666666666667,0.9166666666666666,0.875,1.875e-05
28,1.1969823837280273,0.5989583333333334,0.6015625,0.6015625,0.5855855855855856,0.6545787545787546,0.6015625,0.875,0.875,0.8666666666666667,0.9166666666666666,0.875,9.375e-06
