epoch,train_loss,train_accuracy,val_window_accuracy,val_window_balanced_accuracy,val_window_macro_f1,val_window_macro_precision,val_window_macro_recall,val_file_accuracy,val_file_balanced_accuracy,val_file_macro_f1,val_file_macro_precision,val_file_macro_recall,learning_rate
1,1.50936455820121,0.24754901960784315,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
2,1.2434762786416447,0.39705882352941174,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
3,1.0178097089131672,0.5318627450980392,0.25,0.25,0.1,0.0625,0.25,0.25,0.25,0.1,0.0625,0.25,0.0003
4,0.9721712832357369,0.5735294117647058,0.3088235294117647,0.3088235294117647,0.2174025974025974,0.25,0.3088235294117647,0.25,0.25,0.1,0.0625,0.25,0.0003
5,0.9228428789213592,0.5735294117647058,0.3088235294117647,0.3088235294117647,0.2001763668430335,0.31640625,0.3088235294117647,0.25,0.25,0.1,0.0625,0.25,0.00015
6,0.8451874676872703,0.6397058823529411,0.5882352941176471,0.588235294117647,0.5295417456887046,0.5055059523809524,0.588235294117647,0.75,0.75,0.6666666666666666,0.625,0.75,0.00015
7,0.8176525340360754,0.6519607843137255,0.47794117647058826,0.4779411764705882,0.496155990067478,0.5326817191523073,0.4779411764705882,0.75,0.75,0.6666666666666666,0.625,0.75,0.00015
8,0.7956835241878734,0.6544117647058824,0.35294117647058826,0.3529411764705882,0.25619047619047614,0.30660919540229886,0.3529411764705882,0.375,0.375,0.2777777777777778,0.3214285714285714,0.375,0.00015
9,0.772228784420911,0.6813725490196079,0.40441176470588236,0.40441176470588236,0.3576678497485951,0.4258716592049925,0.40441176470588236,0.5,0.5,0.375,0.3333333333333333,0.5,0.00015
10,0.7603728093352973,0.6985294117647058,0.5808823529411765,0.5808823529411765,0.5531945605556775,0.6338772804747175,0.5808823529411765,0.75,0.75,0.6666666666666666,0.625,0.75,7.5e-05
11,0.6962913274765015,0.7156862745098039,0.6102941176470589,0.6102941176470589,0.5962128130397852,0.6548951048951048,0.6102941176470589,0.75,0.75,0.6666666666666666,0.625,0.75,7.5e-05
12,0.6993902267194262,0.7156862745098039,0.5220588235294118,0.5220588235294117,0.48733823686174177,0.5123506318243161,0.5220588235294117,0.625,0.625,0.575,0.5416666666666666,0.625,7.5e-05
13,0.6446398134325065,0.7696078431372549,0.5073529411764706,0.5073529411764706,0.5141488472955438,0.5870007845481376,0.5073529411764706,0.75,0.75,0.6666666666666666,0.625,0.75,7.5e-05
14,0.6023512669638091,0.7916666666666666,0.5294117647058824,0.5294117647058824,0.5264897102383537,0.5711101046698873,0.5294117647058824,0.5,0.5,0.3928571428571429,0.35,0.5,3.75e-05
